,dataset,sentences
215,custom_mturk,"within the neuritic plaques there is a severe loss of synapses, which might be due to the toxic effects of the formed amyloid or of the soluble beta peptide"
216,custom_mturk,"these results suggest that the greater the number of cag repeats, and therefore the greater the impairment of ar function, the worse the cognitive ability of nondemented older men."
217,custom_mturk,a comprehensive understanding of the impact of the er stress pathway in beta cells and how it relates to the development of diabetes may contribute to provide new targets for the prevention and treatment of this disease
218,custom_mturk,resting cerebral blood flow (cbf) is reduced in regions of the cerebral cortex and in the hippocampus of app mice
219,custom_mturk,resting cerebral blood flow (cbf) is reduced in regions of the cerebral cortex and in the hippocampus of app mice
220,custom_mturk,"but plaques occupy only 5 percent to 10 percent of the cortical volume, so the plaques and their fibrillar amyloid account for only a small fraction of the lost terminals"
221,custom_mturk,two recent studies have added to the evidence of an association of testosterone with neurodegenerative disease.
222,custom_mturk,two recent studies have added to the evidence of an association of testosterone with neurodegenerative disease.
223,custom_mturk,"the cerebral vessels of these mice do not respond to vasodilating agents, such as acetylcholine, that act by releasing endothelium dependent relaxing factors"
224,custom_mturk,"the cerebral vessels of these mice do not respond to vasodilating agents, such as acetylcholine, that act by releasing endothelium dependent relaxing factors"
225,custom_mturk,"app mice are unable to keep cbf constant during moderate hypotension or hypertension, indicating a disturbance in cerebrovascular autoregulation"
226,custom_mturk,the latter decrement is distributed quite evenly throughout the neocortical neuropil between and among the plaques where fibrillar amyloid is not seen either by staining reactions or by its electron microscopic configuration
227,custom_mturk,the latter decrement is distributed quite evenly throughout the neocortical neuropil between and among the plaques where fibrillar amyloid is not seen either by staining reactions or by its electron microscopic configuration
228,custom_mturk,"interestingly, total testosterone concentration was not associated with ad."
229,custom_mturk,"interestingly, total testosterone concentration was not associated with ad."
230,custom_mturk,activated microglia are very prominent in the plaques in intimate relation to the amyloid
231,custom_mturk,activated microglia are very prominent in the plaques in intimate relation to the amyloid
232,custom_mturk,such cerebrovascular dysfunction occurs in the absence of amyloid deposition in brain or blood vessels and is fully developed before mice exhibit signs of cognitive impairment
233,custom_mturk,such cerebrovascular dysfunction occurs in the absence of amyloid deposition in brain or blood vessels and is fully developed before mice exhibit signs of cognitive impairment
234,custom_mturk,evaluation of the potential for revascularization may be particularly important in patients with ischemic cardiomyopathy and diabetes mellitus.
235,custom_mturk,evaluation of the potential for revascularization may be particularly important in patients with ischemic cardiomyopathy and diabetes mellitus.
236,custom_mturk,investigation of bioavailable (non shbg bound) and free (non protein bound) forms of sex hormones is more appropriate in neurodegenerative diseases as these forms are able to cross the blood brain barrier.
237,custom_mturk,investigation of bioavailable (non shbg bound) and free (non protein bound) forms of sex hormones is more appropriate in neurodegenerative diseases as these forms are able to cross the blood brain barrier.
238,custom_mturk,"pharmacological treatment with free radical scavengers or overexpression of superoxide dismutase in app mice abolishes the cerebrovascular impairment, indicating that it is mediated by overproduction of free radicals"
239,custom_mturk,"pharmacological treatment with free radical scavengers or overexpression of superoxide dismutase in app mice abolishes the cerebrovascular impairment, indicating that it is mediated by overproduction of free radicals"
240,custom_mturk,"the seasonal variation in the numbers of newly diagnosed cases of juvenile diabetes at two diabetic clinics, which are about 100 miles (160 km) apart, are similar and highly significant statistically"
241,custom_mturk,"these cells in their activated form are also distributed quite evenly in the neuropil outside the plaques without regard to filamentous amyloid, which is here very sparse or non existent"
242,custom_mturk,"therefore, app overexpression and abeta produce cerebrovascular alterations that are related to oxidative stress"
